jpyj	戒严
ilpb	陈列品
gebp	隔别
ertk	耳听
geuj	隔山
erli	耳力
wwgo	卫国
erfg	耳风
lzwu	陋屋
errr	耳软
gean	隔岸
jxqq	阶下囚
gexb	隔心
erui	耳屎
geho	隔火
erxt	耳穴
erui	耳饰
wwbc	卫报
wwbk	卫兵
ltui	聊天室
gebj	隔板
erph	耳旁
erke	耳科
wwhu	卫护
erbu	耳部
wwxn	卫校
wwdc	卫道
yeyu	隐恶扬善
gedd	隔代
ujbw	陕北
gexk	隔行
ybwg	也不为过
geuj	隔扇
lzsu	陋俗
iigu	耻骨
erko	耳廓
lvdv	陆战队
iiyz	蚩尤
icyw	除此以外
ijbx	除旧布新
akse	阿肯色
juid	聚少成多
sybb	孙膑
hjda	函大
iwnr	出污泥而不染
yiif	阴沉沉
sywu	孙武
hjso	函索
xidi	隙地
xyyu	逊于
hjdm	函电
abdl	阿卜杜拉
hjji	函寄
tymk	陶渊明
sywu	孙吴
mijy	孟尝君
jgdg	聚光灯
ygfi	阴沟翻船
xyni	逊尼
syqr	孙权
yhui	阳世
mhrj	孟浩然
jwil	聚蚊成雷
igxl	丞相
hjfu	函复
xijm	隙间
lhks	陆海空
iubm	陈水扁
yhxu	阳虚
yhww	阳萎
yhdm	阳电
hjjm	函件
xifg	隙缝
yhju	阳具
xyww	逊位
yhqr	阳泉
yhyc	阳爻
suvy	随时制宜
hjdn	函调
yhmk	阳明
yhwf	阳文
yhjm	阳间
yhjl	阳江
iubl	出师不利
yhuz	阳寿
sywf	孙文
yhji	阳极
yhjp	阳界
kmdg	孔明灯
piph	陪吃陪喝
jixu	亟须
jixu	亟需
vijn	职教
yymp	陨灭
vivh	职掌
yyxk	陨星
vigd	职改
yhqi	阳气
yhsj	阳伞
jipj	亟盼
yytp	陨铁
viuz	职守
vivs	职中
ving	职能
vibp	职别
vixn	职校
vida	职大
svuj	孙中山
ylsl	耶路撒冷
jgyz	降贵纡尊
vfui	阵式
vffa	阵发
vfui	阵势
erxh	耳软心活
viqm	职前
fjuv	附加税
viji	职级
vfqm	阵前
iugs	出工
iuzh	出葬
mgxx	孟夏
vigc	职高
vfxt	阵雪
mgiy	孟春
iudv	出对
etwx	耳听为虚
iujk	出警
mgke	孟轲
iuzd	出在
iuih	出厂
iuxm	出险
vfxk	阵形
viff	职分
iuqi	出奇
iuvf	出阵
iuth	出膛
mgqq	孟秋
iujn	出脚
iuui	出示
iuui	出世
iumn	出苗
iuto	出脱
iukj	出刊
iuji	出击
iule	出了
iugs	出恭
iuju	出具
iujk	出境
iuvj	出战
iuxi	出戏
iujm	出尖
iuyh	出洋
iuqk	出清
iuyu	出浴
iuhc	出号
iuug	出声
iuui	出事
iudm	出典
iugo	出过
iujp	出界
iulu	出炉
iuuf	出神
iuui	出师
iuqr	出圈
iuli	出力
iujm	出监
iuyk	出迎
iumw	出没
iuwd	出外
iutp	出铁
iuqi	出气
iucc	出操
iuxk	出行
iulj	出栏
iuvh	出账
iuvj	出展
iusd	出塞
iujx	出嫁
iuzi	出资
iufu	出伏
iuui	出使
iuyu	出狱
iujk	出镜
iuuz	出手
iuge	出格
pbjb	聘金
iuxp	出血
iuqt	出缺
iuiu	出处
iujx	出价
iuxm	出线
iurh	出让
iuji	出继
pbwf	聘问
iuwh	出亡
ksxi	孔隙
yezd	也在
iuxb	出新
iufh	出访
jpjt	孑孓
yetd	也太
iuww	出位
yeig	也成
ksxk	孔型
yeyu	也与
iuvs	出众
pbyt	聘约
leui	了事
pbww	聘为
lele	了了
yemw	也没
ledh	了当
leqk	了清
ksmk	孔明
leya	了呀
lema	了吗
jpyi	孑遗
yeyi	也以
yewu	也无
jyxi	聚乙烯
levi	了之
lysz	聊以塞责
ksyj	孔眼
lexp	了些
yexl	也向
yehe	也和
ksqq	孔丘
yeih	也常
ksdc	孔道
yeyi	也已
yezo	也做
yexl	也像
yejl	也将
gggg	耿耿
vyxk	职业性
ggjp	耿介
ksfu	孔府
lnyh	辽阳
ksjk	孔径
yrql	院墙
yrui	院士
djyu	耽于
yrkj	院刊
lewh	了望
lejp	了结
yeif	也称
amba	阿米巴
yrvs	院中
qjyh	取精用弘
yrli	院里
djni	耽溺
tolo	陀螺
puyr	陪审员
yrtr	院团
lngo	辽国
yrwd	院外
yrvd	院宅
iyke	陈寅恪
yrba	院坝
lnyr	辽远
yrwu	院务
lnxi	辽西
lnuf	辽沈
lnyr	辽源
yrbu	院部
lnjb	辽金
jbpf	聚宝盆
yrfh	院方
yrji	院级
bczi	孢子
yrxn	院校
lnig	聊城
yrmf	院门
tctu	陶土
ybui	隐士
ijrf	出家人
lnqi	聊起
tcyi	陶艺
yrxm	院线
aeds	阿尔都塞
ybyy	隐蕴
xmkg	陷坑
xmvf	陷阵
xmyu	陷于
lnbn	聊表
lnld	聊赖
ybxm	隐现
aekt	阿尔卡特
lnuh	聊上
xmzd	陷在
xmni	陷溺
geyr	孤儿院
ybmw	隐没
ybqu	隐去
aetu	阿尔泰山
ybyk	隐映
lndc	聊到
tcgr	陶罐
ybyu	隐喻
ybyz	隐忧
ybxk	隐性
ybdy	隐遁
tcgo	陶锅
lnde	聊得
ybmi	隐密
tcsu	陶塑
ibuh	承包商
ybqk	隐情
ybji	隐疾
ybfu	隐伏
ybbi	隐避
lnyi	聊以
tcys	陶俑
ybpi	隐僻
ybrj	隐然
ibrf	承包人
idxq	陈独秀
guzi	孤子
ybyu	隐语
xmuf	陷身
aebs	阿尔卑斯
aebt	阿尔伯特
ixye	除夕夜
tcwf	陶文
guig	孤城
alft	阿拉法特
adno	阿多诺
gucj	孤残
gufg	孤峰
guji	孤寂
guyj	孤烟
gubf	孤本
gudg	孤灯
gugk	孤拐
ybhv	隐讳
gulc	孤老
albm	阿拉巴马
gudc	孤岛
gulz	孤楼
gudj	孤胆
fhlb	防护林
gulk	孤零
guro	孤弱
almt	阿拉木图
aafu	阿附
dknk	耵聍
alsj	阿拉斯加
aaba	阿坝
aauu	阿叔
uxug	陕西省
sxqu	随想曲
aanj	阿囡
aafw	阿飞
aati	阿嚏
aahs	阿訇
aadz	阿斗
yssf	阴森森
aajp	阿姐
guul	孤孀
aapm	阿片
aluj	阿拉善
gbau	孤标傲世
aags	阿公
aali	阿里
gupi	孤癖
aayu	阿谀
aano	阿诺
jlui	降世
goer	聒耳
jlxb	降薪
ilzi	出乱子
mdsj	孟德斯鸠
lsls	隆隆
jlhc	降耗
jlvi	降职
lsug	隆盛
jlif	降尘
lbyg	聊备一格
jlxx	降下
aabd	阿伯
jlfu	降服
lsih	隆昌
lsxk	隆兴
jluy	降顺
aauf	阿婶
wujb	卫生巾
jljp	降解
gxjj	孤行己见
irjk	出入境
kfsf	孔繁森
jlvi	降至
idby	出敌不意
jlge	降格
ibwu	出版物
jlxi	降息
lsvs	隆中
jlyc	降妖
lmqb	联勤
ysqr	隐私权
jlfu	降伏
lsvy	隆准
lsqk	隆情
yhhx	耶和华
jlho	降火
xuly	陷身囹圄
wuvi	卫生纸
vhbi	障蔽
irvg	出入证
lmhr	联欢
lmda	联大
jlru	降入
ibuh	出版商
lmkc	联考
zwxm	子午线
wdui	卫道士
jlqi	降旗
lmzz	联奏
itlm	出头露面
lmdm	联电
lmuu	联署
lmdv	联队
lmvj	联展
liiv	联产承包责任制
ljso	联交所
lmih	联唱
vhbi	障壁
zdbk	子弟兵
pwwo	陪我
pwxn	陪笑
pwss	陪送
ewmj	耳闻目见
ewbj	耳闻不如目见
vhyj	障眼
ailu	隘路
fyri	防意如城
pwil	陪床
xmdm	限电
fyvj	防疫站
lmbj	联办
lmvs	联众
lmhx	联华
lmjp	联结
lmti	联体
aikz	隘口
xmqi	限期
pwvu	陪住
lmxi	联席
xmjp	限界
pwbh	陪绑
xmyu	限于
lmhv	联会
xmig	限乘
yrby	隐忍不言
xmww	限位
xmyh	限养
lmyi	联谊
xmlq	限流
xmjx	限价
lmpm	联翩
xmui	限时
xmqu	险区
xmzu	险阻
fuer	附耳
fuye	附页
xmlk	限令
fuji	附骥
xmvi	限止
fuyz	附有
fuzd	附在
dvfu	队服
xmai	险隘
xmgs	险工
iuqu	除去
fuzd	附载
iugz	除垢
xmyi	险夷
fusv	附随
iuul	除霜
jpui	阶石
jpxx	阶下
lkjn	聆教
dvyi	队医
gabq	孤傲不群
xmug	险胜
fuuh	附上
xmjk	险境
iuhc	除号
iuui	除湿
ihll	出货量
dvri	队日
xmgu	险固
xmbp	险别
xmqn	险峭
xmuj	险山
axlo	阿修罗
xmqk	险情
xmfg	险峰
xmtj	险滩
fuvu	附注
iuuu	除数
fuvs	附中
iufa	除法
iuhr	除患
iuhd	除害
fuxn	附小
iuvi	除治
iujq	除旧
iuyi	除以
xmgk	险怪
fuze	附则
iuvz	除皱
xmji	险急
dvge	队歌
vvji	坠机
iuxi	除息
fuhe	附和
fuuf	附身
iubi	除弊
dvli	队礼
xmhu	险乎
fubi	附笔
lhhv	联合会
iuye	除夜
jhwu	聚合物
lkxy	聆讯
fuhz	附后
muwk	孟什维克
lhti	联合体
qrvi	取人之长
xmxl	险象
iumk	除名
xmpi	险僻
xmjt	险绝
sxrx	随乡入乡
qbhu	取保候审
llyr	联络员
funi	附逆
fulu	附录
fhvi	防治
fuue	附设
dvbu	队部
gldd	隔离带
dvqi	队旗
fhiu	防除
fhvf	防震
fhui	防湿
fhqu	防龋
fuji	附记
fhyu	防雨
fhbo	防波
fuys	附庸
fuyj	附言
yjuu	也就是说
imxc	出谋献策
ymjx	阴谋家
iryw	出人意外
ftyi	防弹衣
fhww	防卫
fhvl	防撞
fhzd	防灾
fhxy	防汛
fhdi	防地
fhuu	防暑
fhis	防虫
hder	孩儿
fhhv	防灰
fhso	防缩
fhks	防空
ffji	防腐剂
fhlk	防凌
fhfu	防腐
fhhx	防化
fhre	防热
jbcc	劲草
quiu	驱除
kfxs	孔方兄
fhbc	防爆
xnys	骁勇
xima	戏码
xiux	戏耍
fhbm	防变
jkxl	颈项
fhwu	防务
fhds	防冻
qiji	骐骥
jsfy	聚讼纷纭
xnqi	骁骑
xivc	戏照
xifu	戏服
xiuv	戏水
xivu	戏珠
jblp	劲烈
xili	戏里
jkbo	颈脖
xilu	戏路
quis	驱虫
quqm	驱遣
jbiv	劲吹
xiqu	戏曲
mauj	马鞍山
jbfg	劲风
ximu	戏目
xiih	戏场
xiju	戏剧
mslo	马斯洛
xnhj	骁悍
quwf	驱蚊
jbbc	劲爆
xigr	戏馆
jbge	劲歌
jbli	劲力
jkps	艰苦朴素
tuji	台式机
xilz	戏楼
jbug	劲升
ximi	戏迷
jbdi	劲敌
jbtz	劲头
jbwu	劲舞
jber	劲儿
xnjl	骁将
qupo	驱迫
guyb	观世音
qujb	驱尽
jbdc	劲道
jbjm	劲健
xinc	戏闹
yuui	预示
vzqi	骤起
xivl	戏装
myjq	马英九
xiyi	戏衣
bsde	巴斯德
xiwu	戏侮
xipk	戏评
yubu	预卜
quui	驱使
msvs	马萨诸塞
iiqu	驰驱
yuyj	预演
xiyj	戏言
yuvi	预置
yuju	豫剧
iiyu	驰誉
yuuz	预收
yuuf	预审
rzry	柔润
rzrz	柔柔
yuvi	预支
yucy	预存
jbkx	矜夸
vzvi	骤至
vzyu	骤雨
yuhz	预后
dgkf	邓肯
yuvi	预制
yfvf	预防针
rzuu	柔术
yuli	预立
yujm	预见
yulg	预冷
yuke	预科
yuvj	预展
vzug	骤升
rzwj	柔婉
yudr	预断
yudk	预订
yujp	预借
rzua	柔纱
yurf	予人
rzxi	柔细
vzbm	骤变
uzzo	双子座
uljp	双节
ulgs	双工
tddh	骀荡
rzmw	柔媚
ulgu	双股
ulxi	双膝
rzhx	柔化
ulta	双塔
yuff	预分
ului	双十
yujn	预缴
yzji	又及
dtxi	对台戏
qlml	骑驴觅驴
lybj	骆驿不绝
dpqi	叠起
yzyi	又一
ulxk	双星
ulbd	双百
yzyb	又因
yilu	驿路
hhxx	欢欢喜喜
yzjn	又叫
jnkk	艰难困苦
ulgv	双轨
ulxi	双喜
ulvh	双掌
ulug	双声
ulpb	双频
ulvz	双周
dpvh	叠嶂
ullq	双流
ulpk	双屏
dpcv	叠翠
ulri	双日
ulyi	双翼
scww	骚味
yzui	又是
mxtr	马戏团
uljp	双解
uljm	双键
dpyb	叠印
ulys	双拥
ulgk	双拐
yzpa	又怕
yzxl	又想
ulxk	双行
ulxi	双栖
ulql	双枪
ulji	双机
yzmk	又名
xxru	熊熊燃烧
ulgr	双管
yzhf	又很
dpzi	叠字
ulgz	双钩
ulig	双程
qmvm	骑马找马
ulql	双抢
sbwu	桑巴舞
yzjl	又将
yzwf	又问
ulpm	双片
shzi	桑梓
dpfh	叠放
vmdm	驻马店
ulyu	双语
yzww	又为
ulrf	双刃
shma	桑麻
ulce	双侧
ulzo	双座
cjyr	参院
qilv	骑驴
dpyy	叠韵
dphc	叠好
yzru	又如
yzhv	又会
cjzz	参奏
toyy	驮运
ulxk	双姓
yidc	驿道
qiui	骑士
qiql	骑墙
cjll	参量
yewm	勇而无谋
dmgu	对面鼓
cjui	参事
cjrs	参茸
qiuh	骑上
qijk	骑警
qiie	骑车
mksy	马克思主义
qiuz	骑手
jqxw	鸡犬相闻
cjvj	参战
cjjm	参检
cjbd	参拜
cjco	参错
qiue	骑射
bfji	畚箕
cjjm	参建
cjbc	参保
tojn	驮轿
cjhe	参劾
cjxy	参训
cjvo	参酌
cjdk	参订
cjpd	参拍
cjyi	参议
tsln	通辽
tsui	通式
tslm	通联
qiuu	骑术
qiig	骑乘
cjhv	参会
ysve	勇者
cjuh	参商
cjye	参谒
qifg	骑缝
tsdc	通到
ysfu	勇夫
yswu	勇武
cjxl	参详
xspi	熊皮
tsqb	通勤
tsts	通通
tsuv	通水
tsuh	通上
tsih	通畅
tsmk	通明
tsxn	通晓
tsgr	通观
ribj	柔肠百结
tslj	通览
ricd	柔肠寸断
tsxm	通县
ngji	能及
ysyu	勇于
tsto	通脱
tsyz	通邮
tslm	通连
tsuf	通神
ysgr	勇冠
tsjp	通解
yshj	勇悍
tslu	通路
tsxk	通性
ngdh	能当
tsnm	通年
xsui	熊势
xsbc	熊包
tsui	通史
yspj	勇攀
tsie	通彻
tsts	通同
tsjx	通家
tsuu	通书
tshh	通航
tsqn	通窍
tsif	通称
tsbc	通宝
tstn	通条
tsli	通例
tshc	通好
tsti	通体
ngvi	能指
tsuh	通商
ngji	能级
tsjk	通经
tsts	通统
tslj	通栏
tsui	通识
ngww	能为
tsxk	通行
ysyi	勇毅
tslk	通灵
tsff	通分
tshx	通化
ugyc	圣药
dvjb	对劲
tddy	通都大邑
uguh	圣上
tsho	通货
tsll	通亮
dvqi	对其
dvgl	对光
tsyi	通译
uguv	圣水
ugth	圣堂
yvbj	勇者不惧
dvtd	对台
dvgs	对攻
dvgo	对过
ugig	圣城
dvih	对唱
dvtm	对天
dvww	对味
ugve	圣者
ugdm	圣典
dvvg	对正
ugdm	圣殿
dvui	对事
dvyi	对一
ugcj	圣餐
ugso	圣所
ugmk	圣明
dvhj	对撼
dvhr	对换
dvjb	对襟
ugve	圣哲
dvve	对折
ugjx	圣驾
dvzg	对赠
dvbm	对边
ndxk	能动性
dvxn	对校
ugho	圣火
dvbo	对簿
bkql	驳壳枪
uudc	双声道
uglk	圣灵
ugjy	圣君
dvks	对空
gvry	观者如云
dvvi	对质
dver	对儿
ugnv	圣女
dvkj	对看
dvgs	对公
dvgz	对勾
dvvh	对仗
dvbc	对保
dvbf	对本
dvda	对打
dvce	对侧
ugti	圣体
ugrf	圣人
dvhx	对华
dvjl	对奖
ugvi	圣旨
dvjn	对焦
stna	桑塔纳
ugmu	圣母
ugui	圣诗
dvvg	对证
dvjl	对讲
ugxy	圣训
mwdv	马王堆
dvff	对分
bflf	巴甫洛夫
lige	骊歌
ggtr	观光团
cyve	参与者
dxpk	邓小平
ggke	观光客
dvci	对词
mlyn	马里亚那
kema	骒马
mxer	马歇尔
cvwu	参照物
cvxi	参照系
cvdh	参政党
mllj	马里兰
nunj	难上难
nydt	难于登天
jphf	鸡皮鹤发
lmqf	驴鸣犬吠
jmeq	鸡鸣而起
ybxi	鹬蚌相持
uiqu	驶去
tdnj	台南
uidc	驶到
tddi	台地
uigo	驶过
uild	驶来
tdgh	台港
ddgs	怠工
tdzi	台子
tdji	台基
tdmg	台盟
tdjm	台鉴
uiiu	驶出
tdlm	台联
xyuy	驯顺
uijb	驶进
tduu	台属
tdqm	台钳
tduj	台山
ddsu	怠速
tdfu	台甫
tdvs	台钟
tdbu	台步
tddu	台独
uijb	驶近
tdvu	台柱
tdbf	台本
tdvs	台中
tdig	台秤
tdih	台长
dddo	怠惰
xyyh	驯养
tdjx	台驾
tdbi	台笔
uiwh	驶往
tdqm	台前
tduh	台商
tdvz	台州
tdyu	台语
tdzi	台资
xyll	驯良
hblt	欢蹦乱跳
qrmu	劝募
uixl	驶向
qrqr	劝劝
qrjb	劝进
qrjx	劝架
stch	桑田沧海
uyuj	双鸭山
xyhx	驯化
xyuu	驯熟
qrvi	劝止
qrhe	劝和
loma	骡马
qrjm	劝谏
qrhx	劝化
qrxt	劝学
grqi	观其
grve	观者
grvi	观止
qryz	劝诱
qrmm	劝勉
grlj	观览
qruj	劝善
grvj	观瞻
grhd	观海
qrww	劝慰
ugvi	双轨制
grvc	观照
qrjy	劝君
grjk	观景
buuu	巴山蜀水
ighk	骋怀
qrjp	劝诫
grdg	观灯
grfg	观风
grhz	观后
gric	观潮
grxl	观想
buyy	巴山夜雨
nmyk	难民营
mapi	马匹
madv	马队
grvi	观之
mazi	马子
baui	巴士
bali	巴厘
maih	马场
xxbd	熊心豹胆
grli	观礼
mahe	马赫
bady	巴顿
mald	马来
malp	马列
mabu	马步
maju	马具
mabn	马表
masi	马嘶
matd	马太
baha	巴哈
mazw	马贼
mali	马力
bayi	巴以
mann	马尿
maci	马刺
bauj	巴山
maqq	马球
txff	通心粉
mazu	马祖
masd	马赛
mali	马里
manm	马年
maer	马儿
bajb	巴金
bavs	巴中
mava	马扎
maqr	马圈
madg	马灯
madc	马道
malj	马兰
baku	巴库
xjjx	戏剧家
make	马可
gltd	观礼台
mauc	马勺
matz	马头
msqu	马赛曲
maqm	马前
csve	参赛者
tors	驼绒
maqy	马群
gijx	观察家
madc	马刀
tjvh	通家之好
sjug	桑寄生
barf	巴人
tozi	驼子
jivy	鸡肫
jiba	鸡巴
magr	马倌
jile	鸡肋
hrai	欢爱
ngnu	难割难舍
hrug	欢声
jiyj	鸡眼
hrqx	欢洽
yydh	允当
tose	驼色
giyr	观察员
hrjn	欢叫
mess	马尔萨斯
jiya	鸡鸭
tolu	驼鹿
boan	驳岸
jigu	鸡骨
hryt	欢悦
gxtd	观象台
jimk	鸡鸣
ymjj	勇猛精进
hrui	欢实
jigr	鸡冠
hrxb	欢欣
jipg	鸡棚
yiji	验钞机
hrhc	欢好
jixp	鸡血
hryj	欢宴
bete	巴尔特
jiiu	鸡雏
hrih	欢唱
jiti	鸡啼
hrge	欢歌
jidk	鸡丁
jiww	鸡尾
jiwf	鸡瘟
hryu	欢娱
jijm	鸡奸
jixi	鸡西
bodc	驳倒
duxi	对手戏
njqp	能近取譬
hrnc	欢闹
ghgj	观后感
jils	鸡笼
boir	驳船
blke	巴拉克
dksd	对抗赛
ldgy	驴打滚
mldn	马拉多纳
boza	驳杂
bxdv	巴西队
bjzv	巴解组织
hxrk	欢欣若狂
bgda	巴格达
meks	马尔库塞
tqdb	通权达变
uxmf	圣西门
uyuv	双氧水
jnjb	骄矜
jbvj	骄兵之计
qhjm	驱护舰
nqhs	能掐会算
mlmw	马拉美
tvzi	台柱子
jnzc	骄躁
jnmj	骄慢
jnqi	骄气
jnzi	骄子
jnyh	骄阳
ybdv	预备队
tvdj	通知单
udui	圣斗士
bnqi	骠骑
tjdm	台积电
uhgr	双簧管
byne	巴彦淖尔
mljx	马六甲
jnzs	骄纵
yiqi	预产期
bnys	骠勇
ybyi	预备役
jnrf	骄人
ubdb	圣彼得堡
jnzi	骄恣
quie	劝善惩恶
bmnd	巴门尼德
dvvy	对症之药
jmxb	鸡毛信
nhwj	难乎为继
ciby	参差不一
njng	难能
pmti	骈体
nddt	难登大雅之堂
njbu	难卜
jmuf	艰深
njyz	难有
jmky	艰困
njui	难事
pmwf	骈文
jmww	艰危
tbui	台北市
pmli	骈俪
ugyu	双关语
bygl	巴音郭楞
njiu	难除
njbc	难胞
njce	难测
snyu	桑拿浴
njyz	难友
njyj	难咽
tjbg	通今博古
ublo	圣保罗
njqq	难求
cyfa	皴法
txwh	通信网
yjhe	验核
njuu	难属
yjui	验尸
njan	难案
yjyb	验印
njyi	难易
yjic	验钞
yjmk	验明
srmk	骚人墨客
yjuf	验身
yjzi	验资
njln	难料
njru	难如
myrf	马仰人翻
njse	难色
urwu	双人舞
njiz	难酬
njff	难分
njij	难缠
bfly	巴伐利亚
yhyv	又红又专
njda	难答
ujxv	圣经贤传
njvg	难症
tjfj	通缉犯
ujxm	双绞线
njrf	难忍
njdc	难倒
vuqu	驻区
njij	难产
njue	难舍
njbm	难辨
vufh	驻防
lvlo	驴骡
ujma	骟马
pmmd	骗卖
iakd	叉开
tjlk	通缉令
vuty	驻屯
mued	马绍尔群岛
njrf	难人
vuuz	驻守
txyr	通讯员
cyyr	参议院
gwbq	观望不前
vulq	驻留
hdke	骇客
iauz	叉手
hdgk	骇怪
dhkl	对话框
uduu	圣诞树
djji	对讲机
cmih	参谋长
cyyr	参议员
vuhu	驻沪
txbo	通讯簿
vumw	驻美
lvjn	驴叫
vuyj	驻颜
dijw	叠床架屋
pmcd	骗财
hdrj	骇然
pmuv	骗税
cyhv	参议会
udye	圣诞夜
zale	砸了
tlsi	泰勒斯
ykny	有苦难言
zoqi	左起
zasv	砸碎
bmda	百慕大
igve	成功者
pmru	骗入
zoxx	左下
zakd	砸开
zolu	左路
zopd	左派
zouh	左上
zoyi	左翼
yduj	雁荡山
siuz	厮守
zaqm	砸钱
dfqi	达芬奇
zago	砸锅
zadn	砸掉
uhvc	耍花招
qivu	砌筑
uhyh	耍花样
zobi	左臂
zotj	左袒
bler	布莱尔
zodc	左道
zojn	左角
zola	左拉
hlsr	磺酸
zodr	左端
zogk	左拐
eenj	厄难
uhql	耍花枪
zojb	左近
guji	顾及
wskx	威斯康星
zoqm	左迁
zahv	砸毁
yytm	艳阳天
zoqk	左倾
eejk	厄境
zovr	左传
zauh	砸伤
dljx	大陆架
bldi	布隆迪
tyuf	太阳神
gujx	顾家
bkqi	百孔千疮
tyjk	太阳镜
yzhe	原子核
dixp	大出血
yvyq	有职有权
kzls	克孜勒苏
guig	顾城
zoxr	左旋
sldj	三联单
xsrv	雄蕊
yvwq	有职无权
lxji	历险记
mami	迈阿密
mazi	码子
guxi	顾惜
xshl	雄黄
wujp	万圣节
guqr	顾全
xsjb	雄劲
yzlm	友联
yzpg	友朋
xsda	雄大
xsww	雄威
guvu	顾主
xshx	雄花
mayr	码元
gulm	顾恋
xswu	雄武
guvy	顾准
xsju	雄居
lxhb	龙骧虎步
xsui	雄师
xsfg	雄蜂
yzjy	友军
xsji	雄鸡
xsjy	雄峻
xsqi	雄奇
xstu	雄图
xsba	雄霸
xsui	雄狮
siji	三叉戟
yzxp	友协
iuzd	成双作对
xscd	雄才
mafh	码放
xsfw	雄飞
xswf	雄文
mayh	码洋
yzrf	友人
xsui	雄视
mauu	码数
dajp	大节
dasr	大蒜
yqyu	有钱有势
gxla	古希腊
yqyu	有钱有势
gxla	古希腊
yqyu	有钱有势
gxla	古希腊
sjdi	三角地
kjqu	砍去
weui	威尔士
kjdc	砍到
kjxx	砍下
kjsi	砍死
sjbx	三句不离本行
hjtc	胡锦涛
ismy	春色满园
wjyz	万金油
kjgl	砍光
qtdh	确当
sjvz	三角洲
keli	克里
qtui	确是
keri	克日
kexk	克星
uldd	爽呆
mbie	面包车
sjjx	三角架
liyj	砾岩
keke	克尔凯郭尔
fjuu	非金属
ycbj	有错必纠
kjge	砍割
uluf	爽神
qtrj	确然
kelu	克鲁
bnvm	百鸟争鸣
yqyu	有钱有势
gxla	古希腊
sjdi	三角地
kjqu	砍去
weui	威尔士
kjdc	砍到
kjxx	砍下
kjsi	砍死
sjbx	三句不离本行
hjtc	胡锦涛
ismy	春色满园
wjyz	万金油
kjgl	砍光
qtdh	确当
sjvz	三角洲
keli	克里
qtui	确是
keri	克日
kexk	克星
uldd	爽呆
mbie	面包车
sjjx	三角架
liyj	砾岩
keke	克尔凯郭尔
fjuu	非金属
ycbj	有错必纠
kjge	砍割
uluf	爽神
qtrj	确然
kelu	克鲁
bnvm	百鸟争鸣
kjua	砍杀
kekz	克扣
ulqi	爽气
islr	春色撩人
kjuu	砍树
wxsl	万象森罗
sjbj	三角板
divu	砥柱
qtvi	确知
beqy	布尔乔亚
uluf	爽身
kjfj	砍翻
qthu	确乎
qtxi	确系
kjtz	砍头
qtru	确如
kjdc	砍刀
kjfa	砍伐
bebu	百儿八十
sjvd	三角债
imzo	成名作
ljmx	历久弥新
blno	布鲁诺
qjgx	秦镜高悬
qtvg	确证
qtyk	确应
sjlm	三角恋
dewf	达尔文
dlsi	达拉斯
dbcd	大白菜
yrvu	原著
qnhx	牵牛花
yrzi	原子
yrvi	原职
bwui	碑石
yrzd	原在
bwjp	碑碣
klke	克拉克
yrzd	原载
yrvi	原址
yrug	原声
yrve	愿者
yrxk	原型
yrxk	原形
wnqk	万年青
klmy	克拉玛依
yrdm	原点
yryz	原油
yrui	原是
yrjk	愿景
inly	成年累月
yrtm	原田
yrts	愿同
yryz	原由
yruu	原属
yrll	原粮
yryz	原宥
yruf	原审
bnvh	百年之后
yriu	原初
bnvh	百年之好
bwta	碑拓
yrmm	原棉
bwlb	碑林
blge	布拉格
yryh	原样
bnur	百年树人
yriu	原处
yrvs	原种
bwuf	碑身
yrwu	原物
tjhu	套近乎
yrww	原委
yrxi	原系
yrgc	原稿
yrvl	原状
yryi	原意
yrjl	原浆
stlw	三推六问
bnxl	百年偕老
yrni	愿你
yrti	原体
yrww	原位
yrvi	原纸
yrvu	原主
yrww	原为
bwtk	碑亭
yryi	原义
yrsu	原诉
dnye	大年夜
qiqn	奇巧
qigs	奇功
qiii	奇耻
qigr	奇观
dgda	大哥大
ylyj	有棱有角
qixi	奇袭
qiqu	奇趣
qivi	奇志
qicd	奇才
kldy	克林顿
yjbv	有禁不止
ujyu	盛极一时
qiui	奇事
qili	奇丽
qihu	奇虎
qiyu	奇遇
qijk	奇景
dvvl	砥柱中流
qixy	奇勋
dymc	大檐帽
qiuj	奇山
qijt	奇崛
qifg	奇峰
tknw	厅内
qiyi	奇异
qiuu	奇数
hjff	胡椒粉
qike	奇客
qian	奇案
tkwd	厅外
yyyi	雁杳鱼沉
dqdl	大权独揽
iaer	碴儿
sljk	三棱镜
qiji	奇技
qibk	奇兵
qivc	奇招
qixl	奇想
tkih	厅长
qixq	奇秀
iquv	唇枪舌战
qixl	奇香
sjgr	三极管
qiwf	奇闻
qiww	奇伟
qixx	奇侠
sbfu	三板斧
yjti	有机体
qizo	奇作
sqfl	三权分立
qirf	奇人
tkji	厅级
qijt	奇绝
qiyr	奇缘
qijt	奇谲
qiji	奇计
xlfh	厢房
qigv	奇诡
qiwf	奇文
wxjp	万向节
bumu	百身莫赎
bhzi	帮子
uzxm	寿险
guyz	故友
iqiw	成千成万
guer	故而
gxgs	古香古色
sizz	三重奏
gudi	故地
guvi	故址
bhih	帮场
bhjn	帮教
guns	故弄
dbyh	大笔一挥
gzvf	龚自珍
gujq	故旧
uzth	寿堂
uzgl	寿光
uzjq	寿酒
guli	故里
guyt	故曰
ihjm	春和景明
bhkz	帮口
guyr	故园
bhky	帮困
bhbj	帮办
bhts	帮同
txuj	太行山
